ID;Edad;Sexo;Estado_Civil;Numero_Hijos;Nivel_Educativo;Zona_Vivienda;Estrato;Sector;Tamaño_Empresa;Trabajo_Turnos;Tipo_Contrato;Horas_Semana;Ingreso;Tipo_Cargo;Personas_Cargo;Años_Experiencia;Antiguedad_Cargo;Modalidad;Horas_Traslado;Horas_Formacion;CT1;CT2;CT3;PT1;PT2;PT3;PT4;CL1;CL2;CL3;CL4;CL5;CL6;CL7;AC1;AC2;AC3;CR1;CR2;CR3;CR4;CoR1;CoR2;CoR3;GC1;GC2;GC3;GC4;SM1;SM2;SM3;SM4;SM5;SAT1;SAT2;SAT3;SAT4;SAT5;SAT6;SAT7;SAT8;SAT9;IR1;IR2;IR3;IR4;FT1;FT2;FT3;FT4;FT5;TF1;TF2;TF3;TF4;TF5;BU1;BU2;BU3;BU4;BU5;BU6;BU7;BU8;BU9;BU10;BU11;BU12;BP1;BP2;BP3;BP4;BP5;BP6;BP7;BP8;BP9;BP10;SOM1;SOM2;SOM3;SOM4;SOM5;DL1;DL2;DL3;DL4;DL5;DL6;DL7;DL8;CT_prom;PT_prom;CL_prom;AC_prom;CR_prom;CoR_prom;GC_prom;SM_prom;SAT_prom;IR_prom;FT_prom;TF_prom;BU_prom;BP_prom;SOM_prom;DL_prom
304;34;Mujer;Soltero;1;Técnico;Rural;3;Público;Más de 500 empleados;No;Presentación de servicios;56;Entre 1 y 3 SMLV;Directivo;Si;Entre 1 a 5;Entre 1 y 3 años;Presencial;Menos de 1 hora;35;4;4;4;2;2;3;3;2;2;1;2;2;2;2;3;3;3;4;3;4;4;3;3;2;2;2;2;3;2;1;1;2;2;6;6;4;4;6;6;6;4;6;6;2;2;4;2;4;2;2;4;4;6;4;6;6;3;2;3;2;2;2;2;2;3;2;2;2;6;5;6;5;6;5;6;5;6;5;2;1;2;2;1;1;2;1;1;1;1;1;2;4;2.5;1.857142857;3;3.75;2.666666667;2.25;1.6;5.333333333;3.5;2.8;5.2;2.25;5.5;1.6;1.25
305;31;Hombre;Soltero;Sin hijos;Bachiller;Rural;4;Público;Entre 200 y 500 empleados;No;Carrera;51;Entre 1 y 3 SMLV;Operativo;No;Entre 15 a 20;Entre 3 y 7 años;Presencial;Entre 2 y 3 horas;38;2;3;2;4;3;2;3;2;4;2;3;3;2;2;2;2;3;3;5;3;5;2;2;1;1;1;1;2;3;2;2;3;2;6;6;5;6;6;5;5;6;5;4;4;2;2;4;6;6;4;4;4;4;2;6;6;1;3;3;2;1;1;2;2;1;1;1;1;6;6;6;4;6;6;6;5;6;7;2;2;2;3;2;1;3;3;2;2;1;1;1;2.333333333;3;2.571428571;2.333333333;4;1.666666667;1.25;2.4;5.555555556;3;4.8;4.4;1.583333333;5.8;2.2;1.75
306;52;Hombre;Unión libre;2;Técnico;Urbana;3;Público;Entre 200 y 500 empleados;No;Presentación de servicios;37;Entre 1 y 3 SMLV;Administrativo;No;Entre 5 a 10;Menos de 1 año;Presencial;Menos de 1 hora;2;1;1;1;5;4;4;4;3;4;3;2;3;4;3;3;3;4;4;4;4;4;4;3;3;3;4;4;4;2;3;2;3;3;6;6;4;5;5;6;6;5;4;2;2;2;2;2;2;2;3;2;6;6;5;6;6;1;1;1;1;1;1;1;1;1;1;2;1;6;6;6;5;6;6;6;6;5;6;2;3;2;2;2;2;2;4;2;3;2;3;3;1;4.25;3.142857143;3.333333333;4;3.333333333;3.75;2.6;5.222222222;2;2.2;5.8;1.083333333;5.8;2.2;2.625
307;48;Mujer;Casado;2;Tecnológico;Urbana;3;Mixto;Entre 50 y 200 empleados;No;Carrera;43;Entre 1 y 3 SMLV;Administrativo;No;Entre 5 a 10;Entre 3 y 7 años;Presencial;Menos de 1 hora;25;4;3;3;4;4;4;5;2;1;1;2;2;2;2;4;5;4;5;4;5;4;2;4;2;1;2;2;1;1;1;1;2;1;2;3;3;2;3;2;2;3;3;3;7;5;7;2;4;4;4;6;7;5;6;6;6;3;4;4;4;4;4;3;3;3;4;4;3;3;4;4;4;4;4;3;3;3;4;7;7;7;6;7;5;4;6;5;6;6;4;4;3.333333333;4.25;1.714285714;4.333333333;4.5;2.666666667;1.5;1.2;2.555555556;5.5;4;6;3.583333333;3.6;6.8;5
308;65;Mujer;Soltero;1;Posgrado;Urbana;3;Mixto;Entre 200 y 500 empleados;No;Carrera;38;Entre 1 y 3 SMLV;Administrativo;No;Entre 1 a 5;Entre 3 y 7 años;Presencial;Menos de 1 hora;25;4;5;4;3;1;2;2;5;5;5;5;5;5;5;4;5;5;4;4;4;4;3;3;3;4;5;4;5;5;4;5;3;5;7;6;6;6;5;5;5;6;7;4;2;2;2;1;1;3;1;2;2;4;3;2;2;1;1;1;1;2;1;1;2;2;1;1;1;7;7;7;7;6;6;7;7;7;7;4;3;1;4;5;1;1;1;1;1;2;1;1;4.333333333;2;5;4.666666667;4;3;4.5;4.4;5.888888889;2.5;1.6;2.6;1.25;6.8;3.4;1.125
309;37;Mujer;Soltero;Sin hijos;Técnico;Urbana;5;Público;Entre 200 y 500 empleados;No;Carrera;40;Entre 1 y 3 SMLV;Operativo;No;Entre 5 a 10;Entre 1 y 3 años;Presencial;Entre 1 y 2 horas;27;4;4;5;2;1;2;2;3;3;4;3;4;3;3;4;2;2;4;3;4;3;2;1;2;3;3;3;3;3;3;4;2;3;4;4;4;2;4;2;6;6;6;3;6;5;6;1;1;3;3;1;3;3;3;3;1;2;1;2;2;2;1;2;3;2;2;2;2;7;7;7;7;7;7;7;7;7;7;1;1;1;2;1;3;3;4;3;3;4;5;4;4.333333333;1.75;3.285714286;2.666666667;3.5;1.666666667;3;3;4.222222222;5;1.8;2.6;1.916666667;7;1.2;3.625
310;43;Mujer;Soltero;1;Profesional;Urbana;3;Público;Entre 200 y 500 empleados;No;Provisionalidad;53;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Entre 3 y 7 años;Presencial;Entre 1 y 2 horas;14;1;1;1;4;4;5;4;2;3;1;2;2;2;2;4;4;5;4;5;5;4;4;4;4;3;3;4;3;4;5;3;4;3;3;4;4;4;2;4;2;2;4;2;5;5;5;2;4;2;4;4;2;2;4;4;6;4;4;4;4;4;3;4;3;5;4;4;4;4;4;5;4;5;4;5;4;4;3;6;5;7;6;6;4;5;5;4;5;4;4;6;1;4.25;2;4.333333333;4.5;4;3.25;3.8;3.222222222;4.25;3.2;3.6;3.916666667;4.2;6;4.625
311;49;Mujer;Soltero;Sin hijos;Bachiller;Urbana;3;Público;Entre 200 y 500 empleados;No;Provisionalidad;39;Entre 1 y 3 SMLV;Administrativo;Si;Entre 10 a 15;Entre 1 y 3 años;Presencial;Menos de 1 hora;42;4;4;5;2;2;2;2;3;2;1;3;2;3;2;4;5;4;5;5;5;5;1;2;1;1;1;2;2;2;2;3;3;2;6;6;6;4;5;5;5;6;5;5;2;3;4;1;1;3;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1;1;6;6;6;6;5;5;6;6;5;6;5;4;5;3;5;3;5;4;4;4;4;4;3;4.333333333;2;2.285714286;4.333333333;5;1.333333333;1.5;2.4;5.333333333;3.5;1.4;1;1.25;5.7;4.4;3.875
312;32;Mujer;Soltero;2;Bachiller;Urbana;3;Público;Entre 10 y 50 empleados;No;Otro;38;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Entre 1 y 3 años;Presencial;Menos de 1 hora;12;1;1;1;5;4;5;3;2;2;1;2;2;2;3;4;4;4;4;3;3;4;3;4;3;3;2;3;2;2;2;2;4;3;4;2;4;2;6;2;2;2;4;2;5;6;6;4;6;2;4;3;4;4;6;6;6;4;3;3;2;4;4;3;3;3;2;3;3;5;4;4;5;5;4;4;4;4;5;6;6;6;6;6;3;4;3;2;3;5;3;4;1;4.25;2;4;3.5;3.333333333;2.5;2.6;3.111111111;4.75;3.8;5.2;3.083333333;4.4;6;3.375
313;49;Hombre;Casado;2;Tecnológico;Urbana;2;Público;Entre 200 y 500 empleados;No;Presentación de servicios;51;Entre 1 y 3 SMLV;Administrativo;Si;Entre 15 a 20;Entre 1 y 3 años;Híbrido;Entre 1 y 2 horas;13;1;2;1;5;5;5;4;2;2;1;2;1;2;3;5;4;4;4;3;4;4;4;4;4;3;2;2;2;1;1;2;1;1;2;2;2;3;4;2;4;2;2;1;5;7;7;4;2;4;2;4;6;5;6;5;7;5;4;4;4;4;5;5;5;5;4;4;5;5;3;4;4;4;4;5;4;4;5;6;6;5;5;6;4;4;4;5;5;4;4;4;1.333333333;4.75;1.857142857;4.333333333;3.75;4;2.25;1.2;2.555555556;5;3.2;5.8;4.5;4.2;5.6;4.25
314;37;Hombre;Casado;2;Técnico;Urbana;2;Público;Más de 500 empleados;No;Presentación de servicios;38;Entre 3 y 5 SMLV;Operativo;No;Entre 10 a 15;Entre 3 y 7 años;Presencial;Menos de 1 hora;8;1;2;2;4;2;4;3;2;2;2;2;2;3;1;4;3;4;4;4;5;5;3;3;3;2;3;2;2;3;1;2;2;2;6;6;6;5;5;6;6;4;5;6;2;3;3;2;3;3;2;3;6;6;5;6;6;2;2;2;3;2;3;3;3;3;4;3;2;5;5;6;4;5;5;6;4;6;5;5;5;3;5;4;4;4;4;4;3;4;2;5;1.666666667;3.25;2;3.666666667;4.5;3;2.25;2;5.444444444;3.5;2.6;5.8;2.666666667;5.1;4.4;3.75
315;35;Mujer;Unión libre;1;Posgrado;Urbana;2;Público;Entre 200 y 500 empleados;Si;Presentación de servicios;42;Entre 1 y 3 SMLV;Operativo;Si;Entre 20 a 25;Entre 1 y 3 años;Presencial;Entre 1 y 2 horas;24;4;5;5;2;2;2;2;4;4;3;5;4;3;3;3;3;3;4;4;5;5;2;2;1;4;3;4;3;3;2;2;2;2;5;7;5;5;5;7;7;7;5;6;3;4;4;1;1;1;1;1;2;1;3;3;2;2;2;3;2;3;2;3;2;2;3;2;3;5;6;7;6;6;7;6;5;6;6;2;2;2;2;1;3;4;3;3;2;4;4;4;4.666666667;2;3.714285714;3;4.5;1.666666667;3.5;2.2;5.888888889;4.25;1;2.2;2.416666667;6;1.8;3.375
316;40;Hombre;Unión libre;2;Profesional;Urbana;3;Público;Entre 200 y 500 empleados;No;Presentación de servicios;35;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Entre 1 y 3 años;Presencial;Menos de 1 hora;33;2;3;1;4;3;3;3;4;5;5;5;5;4;5;4;3;4;5;4;5;5;3;2;3;3;4;4;3;5;5;5;5;5;5;6;6;4;5;5;7;6;6;5;3;1;3;3;2;2;4;2;4;6;4;4;4;1;1;1;1;1;1;1;1;2;1;1;1;7;7;7;7;7;7;6;6;6;7;3;3;1;3;3;1;2;1;2;3;2;2;2;2;3.25;4.714285714;3.666666667;4.75;2.666666667;3.5;5;5.555555556;3;2.6;4.4;1.083333333;6.7;2.6;1.875
317;36;Mujer;Casado;1;Técnico;Urbana;3;Público;Entre 10 y 50 empleados;No;Presentación de servicios;36;Entre 1 y 3 SMLV;Administrativo;No;Entre 1 a 5;Más de 10 años;Presencial;Menos de 1 hora;20;3;3;3;3;4;3;3;3;3;3;2;3;2;3;3;4;4;5;4;5;5;2;2;2;2;2;3;3;3;4;3;3;3;4;4;4;4;6;2;6;4;4;2;6;6;6;1;1;1;3;1;3;3;3;2;3;3;2;2;2;3;2;2;3;2;2;2;2;6;6;6;7;6;7;7;6;6;5;4;3;2;1;3;3;2;2;2;3;2;2;3;3;3.25;2.714285714;3.666666667;4.75;2;2.5;3.2;4.222222222;5;1.4;2.8;2.25;6.2;2.6;2.375
318;42;Mujer;Casado;Sin hijos;Posgrado;Urbana;2;Público;Entre 200 y 500 empleados;No;Otro;41;Entre 1 y 3 SMLV;Operativo;No;Entre 1 a 5;Entre 3 y 7 años;Presencial;Menos de 1 hora;2;2;3;3;1;2;2;1;5;5;5;5;5;4;5;3;4;3;4;4;4;4;2;1;2;5;5;5;5;4;4;3;5;5;7;5;7;7;7;5;5;6;7;5;3;3;3;2;2;2;2;2;2;3;2;2;2;2;2;3;2;2;2;2;3;3;3;2;3;6;7;7;7;6;5;6;6;6;7;1;2;2;4;2;2;1;1;2;1;1;2;1;2.666666667;1.5;4.857142857;3.333333333;4;1.666666667;5;4.2;6.222222222;3.5;2;2.2;2.416666667;6.3;2.2;1.375
319;40;Mujer;Casado;2;Posgrado;Urbana;1;Mixto;Entre 200 y 500 empleados;No;Provisionalidad;45;Entre 1 y 3 SMLV;Directivo;No;Entre 15 a 20;Entre 3 y 7 años;Presencial;Entre 1 y 2 horas;14;2;1;1;5;4;4;4;2;2;2;1;2;2;1;4;4;4;3;4;5;5;4;4;3;2;2;1;1;1;1;1;1;1;4;4;4;2;4;4;4;4;2;2;5;5;5;4;2;2;3;2;5;5;5;5;6;4;4;4;3;4;5;4;4;3;4;4;5;2;3;3;3;3;3;4;3;3;3;6;5;6;5;5;6;4;5;5;4;5;5;5;1.333333333;4.25;1.714285714;4;4.25;3.666666667;1.5;1;3.555555556;4.25;2.6;5.2;4;3;5.4;4.875
320;40;Mujer;Separado;Sin hijos;Profesional;Rural;3;Público;Entre 200 y 500 empleados;No;Carrera;47;Entre 1 y 3 SMLV;Administrativo;Si;Entre 15 a 20;Entre 1 y 3 años;Presencial;Menos de 1 hora;9;2;2;2;3;3;2;2;4;4;4;4;4;3;3;3;2;3;4;5;4;5;3;3;3;4;4;4;5;4;5;4;4;4;7;6;7;5;5;7;7;7;5;6;3;3;3;2;2;2;2;3;5;4;4;6;4;2;3;3;3;3;2;3;3;2;3;3;2;6;7;6;6;6;6;5;6;6;7;2;3;2;2;2;4;1;3;2;2;3;3;3;2;2.5;3.714285714;2.666666667;4.5;3;4.25;4.2;6.222222222;3.75;2.2;4.6;2.666666667;6.1;2.2;2.625
321;49;Mujer;Casado;1;Técnico;Urbana;5;Público;Entre 50 y 200 empleados;No;Provisionalidad;41;Entre 1 y 3 SMLV;Administrativo;Si;Entre 1 a 5;Entre 1 y 3 años;Presencial;Menos de 1 hora;18;3;3;3;3;3;3;3;2;2;2;2;3;2;2;4;4;4;4;5;4;4;4;3;4;2;3;2;3;2;2;3;2;2;2;4;4;4;2;4;4;6;4;1;5;5;5;2;2;2;4;4;2;2;4;4;2;1;1;2;1;1;2;1;1;1;2;1;1;5;6;5;6;5;5;6;6;6;6;2;1;1;2;2;2;2;2;1;1;1;1;1;3;3;2.142857143;4;4.25;3.666666667;2.5;2.2;3.777777778;4;2.8;2.8;1.25;5.6;1.6;1.375
322;51;Mujer;Unión libre;2;Técnico;Urbana;4;Público;Más de 500 empleados;No;Otro;37;Entre 1 y 3 SMLV;Administrativo;No;Entre 1 a 5;Entre 1 y 3 años;Presencial;Menos de 1 hora;3;4;4;5;1;1;2;1;2;2;3;3;3;4;4;4;4;4;5;4;5;4;2;2;2;3;3;2;3;4;4;4;4;5;7;5;7;7;5;7;7;7;7;5;3;1;1;3;1;3;1;1;1;1;1;1;1;3;2;2;2;2;2;2;2;2;2;2;1;7;6;7;7;6;7;7;7;6;7;5;5;4;4;5;2;1;1;1;2;2;1;1;4.333333333;1.25;3;4;4.5;2;2.75;4.2;6.555555556;2.5;1.8;1;2;6.7;4.6;1.375
323;61;Mujer;Soltero;3;Posgrado;Urbana;4;Público;Entre 200 y 500 empleados;No;Otro;32;Entre 1 y 3 SMLV;Administrativo;No;Entre 1 a 5;Entre 7 y 10 años;Presencial;Menos de 1 hora;20;4;4;4;2;2;2;2;3;4;4;4;4;4;3;4;4;4;3;3;2;3;3;3;3;4;4;4;4;3;3;4;3;3;4;6;6;6;6;6;6;4;6;4;4;6;4;1;1;1;1;1;1;3;1;1;3;2;1;1;2;1;2;2;2;2;2;1;1;5;5;5;6;5;5;4;6;4;5;2;2;2;2;3;2;4;4;4;2;2;2;2;4;2;3.714285714;4;2.75;3;4;3.2;5.555555556;4.5;1;1.8;1.583333333;5;2.2;2.75
324;29;Hombre;Soltero;1;Posgrado;Urbana;4;Mixto;Más de 500 empleados;No;Presentación de servicios;49;Entre 1 y 3 SMLV;Administrativo;No;Entre 5 a 10;Entre 3 y 7 años;Presencial;Entre 1 y 2 horas;15;2;3;3;3;3;4;3;3;3;3;3;3;3;3;4;3;5;5;5;5;4;2;2;2;1;2;2;2;2;2;2;2;2;6;6;5;6;6;4;6;5;4;4;2;4;4;2;3;1;1;3;2;4;2;4;4;2;2;2;2;2;2;1;2;1;2;2;2;6;5;5;5;6;6;5;6;6;6;2;4;3;3;3;2;2;3;2;3;3;2;2;2.666666667;3.25;3;4;4.75;2;1.75;2;5.333333333;3.5;2;3.2;1.833333333;5.6;3;2.375
325;54;Mujer;Unión libre;3;Profesional;Urbana;3;Mixto;Entre 50 y 200 empleados;Si;Libre nombramiento y remocion;51;Entre 1 y 3 SMLV;Operativo;No;Entre 20 a 25;Entre 3 y 7 años;Presencial;Menos de 1 hora;49;2;1;2;5;4;4;5;3;3;3;3;2;2;2;4;4;4;5;5;5;5;4;4;4;2;2;2;2;3;2;2;1;1;2;3;3;2;2;4;2;3;3;1;7;7;7;4;4;4;2;2;4;6;4;6;6;3;4;3;2;3;3;4;3;3;4;3;3;2;2;1;2;2;3;2;2;1;2;6;6;5;6;6;4;5;4;4;4;5;4;4;1.666666667;4.5;2.571428571;4;5;4;2;1.8;2.666666667;5.5;3.2;5.2;3.166666667;1.9;5.8;4.25
326;47;Mujer;Unión libre;Sin hijos;Posgrado;Urbana;2;Público;Entre 200 y 500 empleados;No;Presentación de servicios;49;Entre 1 y 3 SMLV;Directivo;No;Más de 25;Entre 7 y 10 años;Presencial;Menos de 1 hora;14;3;4;3;3;4;3;3;2;3;3;3;2;2;3;3;3;4;4;5;4;5;2;2;2;2;3;1;1;4;2;3;3;3;5;6;5;5;5;5;5;5;5;4;6;2;4;4;2;4;4;2;4;2;4;4;4;2;3;2;3;2;3;2;2;2;3;2;2;6;6;6;6;6;6;6;6;6;6;2;3;2;2;3;3;2;3;3;2;3;4;2;3.333333333;3.25;2.571428571;3.333333333;4.5;2;1.75;3;5.111111111;4;3.2;3.6;2.333333333;6;2.4;2.75
327;34;Hombre;Casado;1;Técnico;Urbana;2;Público;Más de 500 empleados;No;Carrera;39;Entre 1 y 3 SMLV;Administrativo;No;Entre 1 a 5;Menos de 1 año;Híbrido;Entre 2 y 3 horas;9;1;1;1;5;4;3;4;3;2;3;3;3;2;2;4;4;4;5;5;5;5;3;3;3;2;3;2;2;1;1;1;1;1;4;6;2;4;4;6;4;2;6;4;2;4;4;3;2;3;4;2;6;6;4;4;6;4;4;5;5;5;5;5;4;4;5;5;5;4;3;3;4;4;4;4;4;4;4;4;4;2;4;4;6;7;6;5;6;6;7;6;1;4;2.571428571;4;5;3;2.25;1;4.222222222;3.5;2.8;5.2;4.666666667;3.8;3.6;6.125
328;45;Mujer;Soltero;2;Técnico;Urbana;3;Público;Más de 500 empleados;No;Presentación de servicios;47;Entre 1 y 3 SMLV;Operativo;No;Entre 10 a 15;Entre 1 y 3 años;Presencial;Menos de 1 hora;12;4;5;5;1;2;1;1;3;3;4;3;3;5;3;5;4;5;3;3;4;3;1;2;1;4;4;5;5;3;2;3;3;3;5;5;5;5;6;6;6;6;5;5;2;3;2;3;3;1;1;1;2;1;1;2;1;1;3;1;3;1;1;2;2;2;3;2;3;6;6;4;6;6;5;6;5;5;6;1;1;2;2;1;1;2;1;2;3;2;1;1;4.666666667;1.25;3.428571429;4.666666667;3.25;1.333333333;4.5;2.8;5.444444444;3;1.8;1.4;2;5.5;1.4;1.625
329;38;Mujer;Separado;2;Profesional;Urbana;3;Público;Entre 200 y 500 empleados;No;Carrera;39;Entre 1 y 3 SMLV;Administrativo;No;Entre 1 a 5;Entre 3 y 7 años;Presencial;Entre 1 y 2 horas;32;3;4;3;3;4;3;4;4;3;5;3;4;5;3;4;4;4;5;5;4;4;4;4;3;5;5;4;4;2;3;2;2;3;6;5;6;5;6;5;4;5;5;6;4;2;2;1;2;1;1;1;4;4;4;4;6;1;1;1;1;1;1;1;1;1;1;2;1;6;7;6;6;6;6;6;6;6;5;1;2;3;1;3;2;2;1;1;1;2;1;1;3.333333333;3.5;3.857142857;4;4.5;3.666666667;4.5;2.4;5.222222222;3.5;1.2;4.4;1.083333333;6;2;1.375
330;22;Mujer;Soltero;1;Técnico;Urbana;4;Público;Más de 500 empleados;Si;Otro;55;Entre 1 y 3 SMLV;Operativo;No;Entre 10 a 15;Entre 1 y 3 años;Presencial;Entre 1 y 2 horas;6;2;1;2;2;2;3;3;2;3;2;2;2;1;2;3;4;3;4;5;5;4;3;4;4;3;3;1;2;1;1;2;2;1;2;4;3;2;3;2;4;4;2;3;5;7;7;2;3;3;2;1;2;2;4;4;2;3;3;3;3;3;4;3;3;4;3;3;3;4;3;3;5;4;4;4;4;5;4;6;6;7;7;7;4;3;5;5;5;3;4;4;1.666666667;2.5;2;3.333333333;4.5;3.666666667;2.25;1.4;2.888888889;5.5;2.2;2.8;3.166666667;4;6.6;4.125
331;39;Hombre;Unión libre;2;Técnico;Urbana;2;Público;Entre 200 y 500 empleados;Si;Otro;41;Entre 3 y 5 SMLV;Directivo;No;Entre 1 a 5;Entre 1 y 3 años;Presencial;Menos de 1 hora;20;1;1;2;5;4;4;4;3;4;4;4;3;3;4;4;4;5;5;5;4;5;4;4;4;3;3;4;3;4;4;4;4;4;2;2;3;3;3;2;2;3;2;2;5;6;5;2;2;4;6;4;4;4;6;6;6;3;4;3;4;4;3;3;5;3;4;4;3;4;4;4;4;5;5;5;4;5;4;5;5;5;6;5;6;7;5;7;6;4;4;6;1.333333333;4.25;3.571428571;4.333333333;4.75;4;3.25;4;2.444444444;4.5;3.6;5.2;3.583333333;4.4;5.2;5.625
332;57;Mujer;Separado;1;Profesional;Urbana;2;Mixto;Entre 200 y 500 empleados;No;Otro;38;Entre 3 y 5 SMLV;Administrativo;No;Entre 15 a 20;Entre 1 y 3 años;Híbrido;Entre 1 y 2 horas;16;2;2;3;3;2;2;2;5;5;5;5;5;5;4;4;4;5;5;4;5;5;2;2;2;5;4;5;5;4;4;4;3;4;5;5;6;6;5;5;6;6;6;5;3;3;1;2;3;2;3;2;3;2;2;3;2;2;1;2;1;2;1;1;2;1;1;1;1;5;6;5;5;5;5;5;5;5;6;2;2;2;2;2;1;1;2;1;1;2;2;1;2.333333333;2.25;4.857142857;4.333333333;4.75;2;4.75;3.8;5.555555556;3;2.4;2.4;1.333333333;5.2;2;1.375
333;33;Hombre;Casado;1;Posgrado;Urbana;3;Público;Más de 500 empleados;No;Otro;25;Entre 1 y 3 SMLV;Administrativo;No;Entre 1 a 5;Menos de 1 año;Presencial;Menos de 1 hora;10;1;2;2;4;4;5;5;3;3;3;4;3;4;3;3;2;2;4;4;4;4;2;1;2;3;3;4;4;4;4;4;4;5;4;6;6;6;5;4;5;5;6;2;6;4;6;4;2;4;2;4;5;4;4;6;6;3;4;3;4;3;3;4;3;4;3;4;4;5;5;5;5;5;5;4;5;5;5;6;5;7;6;6;4;3;3;4;4;3;3;3;1.666666667;4.5;3.285714286;2.333333333;4;1.666666667;3.5;4.2;5.222222222;4.5;3.2;5;3.5;4.9;6;3.375
334;36;Mujer;Separado;2;Técnico;Rural;2;Público;Entre 50 y 200 empleados;No;Otro;48;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Entre 3 y 7 años;Presencial;Entre 1 y 2 horas;10;5;5;4;1;1;1;1;5;5;5;4;5;4;5;2;4;3;4;5;4;5;3;3;3;5;4;4;5;3;3;3;4;3;5;7;7;5;5;5;5;7;7;7;3;1;3;3;1;1;1;1;2;3;3;3;3;1;1;1;1;1;1;1;1;2;1;1;1;7;5;6;6;6;7;6;7;6;6;4;3;3;3;2;4;4;4;5;3;3;5;4;4.666666667;1;4.714285714;3;4.5;3;4.5;3.2;5.888888889;3.5;1.4;2.8;1.083333333;6.2;3;4
335;40;Mujer;Casado;1;Posgrado;Urbana;3;Mixto;Entre 200 y 500 empleados;No;Presentación de servicios;46;Entre 1 y 3 SMLV;Administrativo;No;Entre 5 a 10;Entre 1 y 3 años;Presencial;Menos de 1 hora;69;3;3;4;4;4;4;4;3;3;2;2;3;2;2;3;3;2;4;4;5;4;4;4;2;2;2;2;1;1;1;2;2;1;6;6;6;6;6;6;6;5;6;6;4;3;2;1;1;1;1;1;4;3;2;2;2;3;4;3;2;3;2;2;3;2;3;2;3;6;5;5;5;5;5;5;5;5;6;4;4;4;3;5;3;3;3;4;2;3;3;2;3.333333333;4;2.428571429;2.666666667;4.25;3.333333333;1.75;1.4;5.888888889;3.75;1;2.6;2.666666667;5.2;4;2.875
336;49;Hombre;Unión libre;2;Profesional;Urbana;2;Mixto;Entre 200 y 500 empleados;No;Carrera;47;Entre 1 y 3 SMLV;Administrativo;Si;Entre 20 a 25;Entre 1 y 3 años;Presencial;Entre 1 y 2 horas;124;5;4;4;3;2;1;2;4;4;4;4;5;4;4;5;5;4;5;5;5;5;2;2;2;3;3;3;2;4;5;4;5;4;2;2;3;4;4;2;3;2;2;3;5;7;5;1;2;3;3;3;2;4;2;2;3;3;4;2;3;2;3;3;3;3;2;2;4;6;5;6;5;6;5;6;5;5;6;4;5;4;4;5;4;3;4;4;3;2;3;4;4.333333333;2;4.142857143;4.666666667;5;2;2.75;4.4;2.666666667;5;2.4;2.6;2.833333333;5.5;4.4;3.375
337;44;Mujer;Soltero;3;Profesional;Urbana;4;Mixto;Entre 50 y 200 empleados;No;Presentación de servicios;46;Entre 3 y 5 SMLV;Administrativo;Si;Entre 1 a 5;Entre 1 y 3 años;Presencial;Menos de 1 hora;37;2;3;3;3;3;3;2;3;4;3;4;4;3;3;4;4;4;4;4;5;5;1;3;2;4;4;4;4;2;2;3;3;3;2;2;2;4;4;4;2;4;4;2;7;6;6;1;1;3;1;3;1;3;1;1;1;5;4;5;5;4;4;4;5;5;3;5;5;3;4;4;2;4;4;3;4;3;4;5;6;7;6;6;2;2;3;2;1;2;3;3;2.666666667;2.75;3.428571429;4;4.5;2;4;2.6;3.111111111;5.25;1.8;1.4;4.5;3.5;6;2.25
338;35;Mujer;Unión libre;1;Posgrado;Rural;4;Público;Entre 50 y 200 empleados;Si;Provisionalidad;46;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Entre 1 y 3 años;Presencial;Entre 1 y 2 horas;37;2;3;2;4;4;4;3;3;4;3;3;3;3;4;3;2;3;5;5;5;4;3;3;3;3;4;4;3;3;3;3;3;3;4;4;4;6;4;4;4;4;4;2;5;4;6;2;2;3;3;3;4;4;2;2;4;3;2;4;3;3;3;2;3;3;3;3;4;4;4;4;5;5;5;5;5;4;4;4;4;4;3;3;3;3;3;5;3;4;3;2;2.333333333;3.75;3.285714286;2.666666667;4.75;3;3.5;3;4.222222222;4.25;2.6;3.2;3;4.5;3.6;3.25
339;45;Mujer;Casado;Sin hijos;Técnico;Urbana;3;Público;Más de 500 empleados;No;Otro;37;Entre 1 y 3 SMLV;Administrativo;No;Entre 10 a 15;Menos de 1 año;Presencial;Entre 1 y 2 horas;13;2;2;1;5;5;4;5;2;2;2;2;2;2;2;1;2;2;5;4;5;5;4;3;4;1;2;2;2;2;1;1;1;1;4;6;4;4;4;6;6;5;2;2;6;4;4;2;2;2;2;3;6;6;5;5;5;5;3;4;4;3;4;5;3;4;3;3;3;3;3;3;3;2;3;2;2;2;3;6;5;7;6;6;5;6;7;7;5;6;7;5;1.666666667;4.75;2;1.666666667;4.75;3.666666667;1.75;1.2;4.555555556;4;2.2;5.4;3.666666667;2.6;6;6
